# RBC instances,batch size,total transactions(TXs),total delay(s),average delay(s/round),average throughout(TXs/s),1% longest delay(s),1% shortest delay(s),1% least throughout(TXs/s),1% largest throughout(TXs/s)
3,25000,375000.0,4.739532,0.04739532,80907.91518180337,0.2784430185953776,0.17831087112426758,56142.374210431495,87368.81660027835
3,25000,375000.0,4.701061,0.04701061,81102.88202361652,0.2711633046468099,0.1774693727493286,57059.641853973124,87604.47713689902
3,25000,375000.0,4.750704,0.04750704,80614.5428065424,0.28167990843455,0.17374022801717123,54621.13036610372,89254.2243675526
3,25000,375000.0,4.647606,0.04647606,81802.34425453881,0.26174108187357586,0.17982125282287598,59641.51059133818,86676.12916066033
3,25000,375000.0,4.752335,0.047523350000000006,80460.39505626439,0.28004713853200275,0.1739197572072347,54616.145694309576,89432.06022556855
3,50000,750000.0,8.29559,0.08295590000000001,91349.24618396033,0.47058892250061035,0.3175313075383504,65174.363413490464,98126.29231555335
3,50000,750000.0,8.405055,0.08405055,90358.14455417186,0.4840985933939616,0.32188932100931805,62974.404074220954,96851.6012441609
3,50000,750000.0,8.244078,0.08244078,91562.98294718283,0.4538688659667969,0.3235251506169637,67849.92355141537,96394.67997291421
3,50000,750000.0,8.217247,0.08217247,91817.59218432404,0.44986828168233234,0.32186830043792725,68734.45363910666,96920.13086502894
3,50000,750000.0,8.249215,0.08249215,91474.06137132832,0.4529387553532918,0.32035255432128906,68229.01463802705,97177.61531159363
3,100000,1500000.0,15.114117,0.15114117,100215.54205834944,0.8416446447372437,0.5609806776046753,73444.23407279381,110390.61153111972
3,100000,1500000.0,15.141453,0.15141453,99670.06580816291,0.8281816244125366,0.5771839618682861,74373.30748254775,107394.75383464298
3,100000,1500000.0,15.66369,0.1566369,97192.5209288855,0.9108082056045532,0.5709409713745117,67780.39869392665,108469.81036844385
3,100000,1500000.0,15.626346,0.15626346,96842.31001950603,0.8771294355392456,0.582017699877421,70604.56893559916,106867.69102822799
3,100000,1500000.0,15.766649,0.15766649,96682.79006495762,0.9174828926722208,0.5690466562906901,67124.66584499819,108777.99832194683
3,250000,3750000.0,39.346598,0.39346598,96016.19709574051,2.1639751195907593,1.4478890895843506,71938.83095598801,106542.0994187367
3,250000,3750000.0,39.795989,0.39795989,94663.53505977802,2.139941453933716,1.538346489270528,72387.52116040877,100885.0693838211
3,250000,3750000.0,39.733389,0.39733389,95233.05265264996,2.2136348883310952,1.4563771486282349,70084.00528606243,106260.45678284077
3,250000,3750000.0,39.572088,0.39572088,95010.47266566122,2.0864455699920654,1.539013147354126,74524.96740690658,100848.85074331805
3,250000,3750000.0,39.222263,0.39222262999999996,96748.72545810576,2.226414680480957,1.429620623588562,69266.15181432714,108311.82061173761
3,500000,7500000.0,81.637728,0.81637728,92316.24065012523,4.400769670804341,3.1314975023269653,70300.21082474962,98926.96287401224
3,500000,7500000.0,76.497184,0.7649718400000001,99077.41198698388,4.271393020947774,2.7877233823140464,72503.47359662899,111101.77312631911
3,500000,7500000.0,80.140011,0.80140011,93849.76658768373,4.241367896397908,3.117564598719279,73290.09376164107,99639.26822683269
3,500000,7500000.0,79.66308,0.7966308,94624.91326269826,4.3273247083028155,3.0536248286565146,71812.0283221036,101621.51199759914
3,500000,7500000.0,79.425598,0.79425598,94845.73799315146,4.274045546849568,3.0398545265197754,72769.1159918749,102459.5777930941
