# RBC instances,batch size,total transactions(TXs),total delay(s),average delay(s/round),average throughout(TXs/s),1% longest delay(s),1% shortest delay(s),1% least throughout(TXs/s),1% largest throughout(TXs/s)
1,25000,375000.0,4.835197,0.04835197,80025.43942333292,0.3002130587895711,0.17115668455759683,51049.23072961775,90930.62970518101
1,25000,375000.0,4.686786,0.04686786,81726.21444425998,0.27917365233103436,0.17168239752451578,55576.432015348226,90386.70122775483
1,25000,375000.0,4.555774,0.045557740000000006,83769.45991430127,0.27211304505666095,0.17098736763000488,56674.06246553249,91309.50994940323
1,25000,375000.0,4.509953,0.045099530000000006,85206.26273542905,0.27229968706766766,0.16557768980662027,56152.456379231466,93952.22404128866
1,25000,375000.0,4.401662,0.04401662,86779.6062418158,0.2529628276824951,0.16692296663920084,61945.654045464566,93298.64519003443
1,50000,750000.0,8.507495,0.08507495000000001,89131.61618899902,0.48478150367736816,0.31764960289001465,63564.605798649245,97868.64832720994
1,50000,750000.0,8.53672,0.0853672,90063.81903025636,0.5194445848464966,0.3016449213027954,59660.372313441265,102855.18721894528
1,50000,750000.0,8.168221,0.08168221,92856.22115297594,0.4629264672597249,0.31354236602783203,66307.13795319041,99419.48979807609
1,50000,750000.0,8.645252,0.08645251999999999,88507.10876800926,0.517615556716919,0.31563552220662433,59857.42456429036,98425.01684608497
1,50000,750000.0,7.944659,0.07944659,94903.44825490583,0.42422616481781006,0.3118073542912801,73325.75037363807,99851.64182497043
1,100000,1500000.0,15.575003,0.15575003,96872.56502459708,0.8590304454167684,0.5981054703394572,72138.28126297,103953.6524194879
1,100000,1500000.0,16.275507,0.16275507,93307.33007787148,0.9162162144978842,0.5895920991897583,67567.45976731615,105140.33019821659
1,100000,1500000.0,15.798917,0.15798916999999998,95782.50297831667,0.8834993044535319,0.5886609554290771,70061.78759758703,105687.96334103832
1,100000,1500000.0,15.963061,0.15963061,94370.51976443554,0.8699328502019247,0.6239302158355713,71246.15154937064,99995.46438702477
1,100000,1500000.0,15.846237,0.15846237,95357.11546010633,0.8780131340026855,0.6029517650604248,70515.42985962122,103130.26348764637
1,250000,3750000.0,40.022252,0.40022252,94235.3541066339,2.184670925140381,1.5077609221140544,71054.64030379988,102844.1281158654
1,250000,3750000.0,40.515047,0.40515047000000004,93467.26237958044,2.2443650166193643,1.4911400079727173,69082.2154988637,103729.11073668757
1,250000,3750000.0,39.451694,0.39451694000000004,95714.16841700033,2.1601852973302207,1.4836814800898235,71784.24585974537,104543.19354144477
1,250000,3750000.0,41.236473,0.41236472999999996,91548.92564304346,2.267589251200358,1.5551469723383586,68231.58432279964,99833.26084766013
1,250000,3750000.0,39.511778,0.39511778,96256.18753436329,2.274472196896871,1.3884689807891846,68331.50724715543,110525.36864791742
1,500000,7500000.0,81.590812,0.81590812,92100.35503936178,4.289431214332581,3.2072736024856567,72501.49379085662,97124.7263709014
1,500000,7500000.0,82.594963,0.8259496300000001,91065.3736731812,4.403082291285197,3.23749307791392,70441.70062485602,96216.93903594637
1,500000,7500000.0,82.690371,0.82690371,90862.64222233494,4.310111403465271,3.2967257499694824,72155.75684302654,94355.07017290778
1,500000,7500000.0,82.529756,0.8252975600000001,91317.44736923931,4.45877734820048,3.1878286600112915,69586.79455762035,97556.16636096967
1,500000,7500000.0,82.659983,0.8265998299999999,91217.38070300578,4.493945082028707,3.1995380322138467,68846.84800265776,97194.54592134235
