         10361222 function calls (10348105 primitive calls) in 89.834 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    55093    4.179    0.000    4.179    0.000 {built-in method _libsecp256k1.secp256k1_ecdsa_verify}
   154036    4.025    0.000    4.025    0.000 {built-in method posix.read}
    18064    0.027    0.000    2.566    0.000 /home/hugo/BDT/dumbobft/core/dumbo.py:206(_send)
    18064    0.031    0.000    2.539    0.000 /home/hugo/BDT/myexperiements/sockettest/dumbo_node.py:50(<lambda>)
    18064    0.033    0.000    2.508    0.000 /usr/lib/python3.6/multiprocessing/queues.py:128(put_nowait)
    18064    0.138    0.000    2.475    0.000 /usr/lib/python3.6/multiprocessing/queues.py:80(put)
    11301    0.010    0.000    2.282    0.000 /usr/local/lib/python3.6/dist-packages/Charm_Crypto-0.50-py3.6-linux-x86_64.egg/charm/toolbox/pairinggroup.py:122(deserialize)
    11301    2.272    0.000    2.272    0.000 {built-in method charm.core.math.pairing.deserialize}
    13164    0.016    0.000    1.857    0.000 /home/hugo/BDT/dumbobft/core/dumbo.py:352(vacs_send)
   194430    1.721    0.000    1.832    0.000 /usr/local/lib/python3.6/dist-packages/gevent/hub.py:129(sleep)
    13064    0.021    0.000    1.832    0.000 /home/hugo/BDT/dumbobft/core/validatedcommonsubset_.py:100(vaba_send)
    18064    0.110    0.000    1.705    0.000 /usr/lib/python3.6/threading.py:334(notify)
    13725    1.562    0.000    1.562    0.000 {method 'release' of '_thread.lock' objects}
     1200    0.019    0.000    1.547    0.001 /home/hugo/BDT/dumbobft/core/validators.py:19(cbc_validate)
    81009    0.256    0.000    1.510    0.000 /usr/lib/python3.6/selectors.py:350(register)
   276240    0.155    0.000    1.179    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:265(_start_new_or_dummy)
        1    0.000    0.000    1.121    1.121 run_socket_node.py:21(instantiate_bft_node)
        1    0.000    0.000    1.121    1.121 /home/hugo/BDT/myexperiements/sockettest/dumbo_node.py:46(__init__)
        1    0.000    0.000    1.120    1.120 /home/hugo/BDT/myexperiements/sockettest/dumbo_node.py:14(load_key)
       23    0.000    0.000    1.119    0.049 {built-in method _pickle.load}
       68    0.000    0.000    1.116    0.016 /home/hugo/BDT/crypto/threshsig/boldyreva.py:52(deserialize2)
     8400    0.021    0.000    1.097    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:41(deserialize1)
    24897    0.242    0.000    1.032    0.000 /home/hugo/BDT/honeybadgerbft/core/reliablebroadcast.py:114(merkleVerify)
    81009    0.224    0.000    1.024    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:244(start_new)
     1592    0.701    0.000    0.921    0.001 /home/hugo/BDT/dumbobft/core/validatedcommonsubset_.py:138(vaba_predicate)
   177185    0.430    0.000    0.886    0.000 /home/hugo/BDT/honeybadgerbft/core/reliablebroadcast.py:72(hash)
    81009    0.309    0.000    0.827    0.000 /usr/lib/python3.6/selectors.py:233(register)
    12247    0.280    0.000    0.792    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:240(_on_expiration)
      596    0.007    0.000    0.782    0.001 /home/hugo/BDT/dumbobft/core/baisedbinaryagreement.py:74(broadcast)
     9536    0.007    0.000    0.776    0.000 /home/hugo/BDT/dumbobft/core/validatedagreement.py:373(aba_send)
     4800    0.009    0.000    0.724    0.000 /home/hugo/BDT/dumbobft/core/dumbo.py:299(prbc_send)
    99081    0.716    0.000    0.716    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
     2400    0.015    0.000    0.715    0.000 /home/hugo/BDT/honeybadgerbft/core/honeybadger_block.py:38(deserialize_UVW)
      100    0.353    0.004    0.714    0.007 /home/hugo/BDT/crypto/threshenc/tpke.py:120(encrypt)
      500    0.004    0.000    0.688    0.001 /home/hugo/BDT/honeybadgerbft/core/honeybadger_block.py:103(<listcomp>)
     8000    0.005    0.000    0.683    0.000 /home/hugo/BDT/honeybadgerbft/core/honeybadger_block.py:19(tpke_deserialize)
    55109    0.674    0.000    0.674    0.000 {built-in method _libsecp256k1.secp256k1_ec_pubkey_parse}
    81009    0.618    0.000    0.632    0.000 /usr/local/lib/python3.6/dist-packages/gevent/select.py:261(_get_started_watchers)
    81009    0.263    0.000    0.608    0.000 /usr/lib/python3.6/selectors.py:346(__init__)
     1600    0.016    0.000    0.604    0.000 /home/hugo/BDT/dumbobft/core/provablereliablebroadcast_.py:112(decode_output)
        2    0.000    0.000    0.578    0.289 /home/hugo/BDT/crypto/threshsig/boldyreva.py:98(__setstate__)
        2    0.000    0.000    0.538    0.269 /home/hugo/BDT/crypto/threshsig/boldyreva.py:177(__setstate__)
     3200    0.012    0.000    0.506    0.000 /home/hugo/BDT/crypto/ecdsa/ecdsa.py:14(ecdsa_sign)
    79418    0.474    0.000    0.474    0.000 {built-in method _pickle.loads}
    77018    0.451    0.000    0.470    0.000 /usr/local/lib/python3.6/dist-packages/gevent/select.py:210(add_event)
     1698    0.004    0.000    0.469    0.000 /home/hugo/BDT/dumbobft/core/validatedagreement.py:137(cbc_send)
     3200    0.034    0.000    0.468    0.000 /usr/local/lib/python3.6/dist-packages/coincurve/keys.py:35(sign)
     1698    0.004    0.000    0.460    0.000 /home/hugo/BDT/dumbobft/core/validatedagreement.py:160(commit_send)
    55093    0.222    0.000    0.434    0.000 /usr/local/lib/python3.6/dist-packages/coincurve/keys.py:371(format)
    81009    0.154    0.000    0.427    0.000 /usr/local/lib/python3.6/dist-packages/gevent/select.py:243(register)
   304154    0.420    0.000    0.420    0.000 {built-in method _hashlib.openssl_sha256}
    81009    0.246    0.000    0.386    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:220(start)
    81009    0.384    0.000    0.384    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:200(__init__)
     3200    0.371    0.000    0.371    0.000 {built-in method _libsecp256k1.secp256k1_ecdsa_sign}
    81009    0.073    0.000    0.369    0.000 /usr/lib/python3.6/selectors.py:214(_fileobj_lookup)
    74464    0.324    0.000    0.324    0.000 <string>:35(_asdict)
    58293    0.180    0.000    0.303    0.000 /home/hugo/BDT/crypto/ecdsa/ecdsa.py:5(hash)
    81009    0.184    0.000    0.297    0.000 /usr/lib/python3.6/selectors.py:20(_fileobj_to_fd)
       50    0.288    0.006    0.288    0.006 {method 'initPP' of 'pairing.Element' objects}
     2434    0.005    0.000    0.283    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:47(deserialize2)
     1700    0.039    0.000    0.278    0.000 /home/hugo/BDT/honeybadgerbft/core/reliablebroadcast.py:84(merkleTree)
    81009    0.254    0.000    0.272    0.000 /usr/local/lib/python3.6/dist-packages/gevent/select.py:66(get_fileno)
    81009    0.271    0.000    0.271    0.000 /usr/local/lib/python3.6/dist-packages/gevent/select.py:206(__init__)
    81008    0.091    0.000    0.264    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:350(__exit__)
     1200    0.018    0.000    0.251    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:272(decrypt)
     1600    0.005    0.000    0.250    0.000 /home/hugo/BDT/dumbobft/core/provablereliablebroadcast_.py:80(broadcast)
     1700    0.036    0.000    0.232    0.000 /home/hugo/BDT/honeybadgerbft/core/reliablebroadcast.py:13(encode)
      100    0.034    0.000    0.231    0.002 /home/hugo/BDT/dumbobft/core/dumbocommonsubset.py:7(dumbocommonsubset)
   302780    0.229    0.000    0.229    0.000 {method 'digest' of '_hashlib.HASH' objects}
       18    0.000    0.000    0.228    0.013 /home/hugo/BDT/crypto/threshsig/boldyreva.py:135(verify_signature)
    81008    0.062    0.000    0.220    0.000 /usr/lib/python3.6/selectors.py:201(__exit__)
    10905    0.025    0.000    0.216    0.000 /usr/lib/python3.6/base64.py:534(encodestring)
      2/1    0.000    0.000    0.206    0.206 /home/hugo/BDT/myexperiements/sockettest/dumbo_node.py:74(run)
      2/1    0.001    0.000    0.206    0.206 /home/hugo/BDT/dumbobft/core/dumbo.py:135(run_bft)
      100    0.032    0.000    0.197    0.002 /home/hugo/BDT/dumbobft/core/validatedcommonsubset_.py:45(validatedcommonsubset)
     1200    0.003    0.000    0.194    0.000 /usr/lib/python3/dist-packages/Crypto/Cipher/blockalgo.py:246(decrypt)
     18/5    0.004    0.000    0.191    0.038 /home/hugo/BDT/honeybadgerbft/core/commoncoin.py:96(getCoin)
     1200    0.191    0.000    0.191    0.000 {method 'decrypt' of '_AES' objects}
   506693    0.183    0.000    0.183    0.000 {built-in method builtins.isinstance}
   229989    0.178    0.000    0.178    0.000 {method 'new' of '_cffi_backend.FFI' objects}
     6000    0.074    0.000    0.177    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:106(lagrange)
     1700    0.177    0.000    0.177    0.000 {method 'encode' of '_fec.Encoder' objects}
    81009    0.134    0.000    0.177    0.000 /usr/lib/python3.6/selectors.py:208(__init__)
    81008    0.172    0.000    0.172    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:303(close)
    81009    0.168    0.000    0.168    0.000 /usr/local/lib/python3.6/dist-packages/gevent/select.py:235(__init__)
      100    0.006    0.000    0.163    0.002 /home/hugo/BDT/dumbobft/core/validatedagreement.py:63(validatedagreement)
    81008    0.135    0.000    0.159    0.000 /usr/lib/python3.6/selectors.py:268(close)
   115194    0.158    0.000    0.158    0.000 /usr/lib/python3.6/enum.py:337(__members__)
    10905    0.116    0.000    0.155    0.000 /usr/lib/python3.6/base64.py:524(encodebytes)
    81009    0.096    0.000    0.149    0.000 <string>:12(__new__)
    94029    0.100    0.000    0.148    0.000 /usr/lib/python3.6/types.py:135(__get__)
    14108    0.089    0.000    0.134    0.000 {method 'join' of 'bytes' objects}
     1300    0.013    0.000    0.131    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:72(hashG)
     1300    0.008    0.000    0.130    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:53(xor)
     6381    0.033    0.000    0.128    0.000 /home/hugo/BDT/dumbobft/core/consistentbroadcast.py:11(hash)
      100    0.125    0.001    0.127    0.001 /home/hugo/BDT/dumbobft/core/dumbocommonsubset.py:44(<listcomp>)
    13398    0.119    0.000    0.119    0.000 {built-in method _functools.reduce}
     4000    0.019    0.000    0.114    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:30(serialize)
    58293    0.044    0.000    0.112    0.000 /usr/local/lib/python3.6/dist-packages/coincurve/utils.py:25(sha256)
    55093    0.111    0.000    0.111    0.000 {built-in method _libsecp256k1.secp256k1_ec_pubkey_serialize}
     1600    0.064    0.000    0.106    0.000 /home/hugo/BDT/honeybadgerbft/core/reliablebroadcast.py:40(decode)
   162018    0.104    0.000    0.104    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:286(pending)
      100    0.002    0.000    0.102    0.001 /home/hugo/BDT/dumbobft/core/validatedcommonsubset_.py:177(wait_for_input)
  1592/37    0.098    0.000    0.094    0.003 /home/hugo/BDT/dumbobft/core/validatedagreement.py:216(wait_for_cbc_to_continue)
   106750    0.085    0.000    0.085    0.000 {built-in method math.ceil}
   154036    0.083    0.000    0.083    0.000 {method 'write' of '_io.BytesIO' objects}
       18    0.000    0.000    0.083    0.005 /home/hugo/BDT/crypto/threshsig/boldyreva.py:140(combine_shares)
       18    0.080    0.004    0.082    0.005 /home/hugo/BDT/crypto/threshsig/boldyreva.py:147(<listcomp>)
    81009    0.050    0.000    0.080    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:342(__enter__)
   478576    0.077    0.000    0.077    0.000 {built-in method builtins.len}
    25472    0.019    0.000    0.073    0.000 /home/hugo/BDT/dumbobft/core/validatedcommonsubset_.py:141(predicate_pt)
   239036    0.072    0.000    0.072    0.000 /usr/lib/python3.6/multiprocessing/connection.py:134(_check_closed)
    77018    0.072    0.000    0.072    0.000 /usr/lib/python3.6/multiprocessing/connection.py:913(<listcomp>)
    26597    0.052    0.000    0.071    0.000 /home/hugo/BDT/honeybadgerbft/core/reliablebroadcast.py:81(ceil)
    81009    0.050    0.000    0.068    0.000 /usr/lib/python3.6/multiprocessing/connection.py:168(fileno)
    81009    0.067    0.000    0.067    0.000 {built-in method greenlet._greenlet.getcurrent}
    20304    0.058    0.000    0.066    0.000 /home/hugo/BDT/dumbobft/core/dumbo.py:356(vacs_predicate)
 1600/100    0.050    0.000    0.066    0.001 /home/hugo/BDT/dumbobft/core/dumbocommonsubset.py:33(wait_for_prbc_to_continue)
     4000    0.017    0.000    0.065    0.000 /usr/lib/python3.6/base64.py:548(decodestring)
    77018    0.064    0.000    0.064    0.000 {built-in method _struct.unpack}
   247017    0.063    0.000    0.063    0.000 {built-in method time.monotonic}
       25    0.000    0.000    0.061    0.002 /home/hugo/BDT/dumbobft/core/validatedagreement.py:362(aba_coin_bcast)
     7781    0.060    0.000    0.060    0.000 {built-in method _pickle.dumps}
   225577    0.059    0.000    0.059    0.000 {method 'add' of 'set' objects}
     1200    0.002    0.000    0.059    0.000 /usr/lib/python3.6/json/__init__.py:302(loads)
 1608/100    0.093    0.000    0.059    0.001 /home/hugo/BDT/dumbobft/core/dumbo.py:341(wait_for_prbc_output)
   158027    0.057    0.000    0.057    0.000 /usr/lib/python3.6/multiprocessing/connection.py:138(_check_readable)
    14905    0.057    0.000    0.057    0.000 {built-in method _warnings.warn}
    55093    0.056    0.000    0.056    0.000 {built-in method _libsecp256k1.secp256k1_ecdsa_signature_parse_der}
     1200    0.003    0.000    0.056    0.000 /usr/lib/python3.6/json/decoder.py:334(decode)
      405    0.001    0.000    0.054    0.000 /usr/lib/python3.6/logging/__init__.py:1298(info)
    81322    0.053    0.000    0.053    0.000 {built-in method __new__ of type object at 0x9d22c0}
   158034    0.052    0.000    0.052    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      405    0.001    0.000    0.051    0.000 /usr/lib/python3.6/logging/__init__.py:1421(_log)
     1200    0.050    0.000    0.050    0.000 /usr/lib/python3.6/json/decoder.py:345(raw_decode)
 1614/100    0.105    0.000    0.050    0.000 /home/hugo/BDT/dumbobft/core/provablereliablebroadcast_.py:14(provablereliablebroadcast)
     3200    0.027    0.000    0.050    0.000 /usr/local/lib/python3.6/dist-packages/coincurve/ecdsa.py:11(cdata_to_der)
   249454    0.048    0.000    0.048    0.000 {method 'append' of 'list' objects}
    94029    0.048    0.000    0.048    0.000 /usr/lib/python3.6/enum.py:599(value)
    39095    0.033    0.000    0.047    0.000 /usr/local/lib/python3.6/dist-packages/gevent/_config.py:54(getter)
    77018    0.047    0.000    0.047    0.000 /usr/lib/python3.6/selectors.py:275(_key_from_fd)
      202    0.046    0.000    0.046    0.000 {built-in method builtins.print}
    42900    0.045    0.000    0.045    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:56(<genexpr>)
     1342    0.009    0.000    0.045    0.000 /usr/lib/python3/dist-packages/Crypto/Hash/SHA256.py:77(new)
    26597    0.043    0.000    0.043    0.000 {built-in method math.log}
      100    0.002    0.000    0.043    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:263(encrypt)
    81009    0.042    0.000    0.042    0.000 /usr/lib/python3.6/selectors.py:62(__init__)
   188211    0.042    0.000    0.042    0.000 /usr/local/lib/python3.6/dist-packages/gevent/timeout.py:56(stop)
      421    0.003    0.000    0.039    0.000 /home/hugo/BDT/crypto/threshsig/boldyreva.py:120(hash_message)
   154036    0.038    0.000    0.038    0.000 {method 'getvalue' of '_io.BytesIO' objects}
     1402    0.008    0.000    0.036    0.000 /usr/lib/python3/dist-packages/Crypto/Cipher/AES.py:61(new)
     2684    0.006    0.000    0.034    0.000 /usr/lib/python3/dist-packages/Crypto/Hash/SHA256.py:71(__init__)
    18065    0.014    0.000    0.034    0.000 /usr/lib/python3.6/threading.py:242(__exit__)
     4043    0.005    0.000    0.031    0.000 /usr/local/lib/python3.6/dist-packages/Charm_Crypto-0.50-py3.6-linux-x86_64.egg/charm/toolbox/pairinggroup.py:100(serialize)
    14905    0.031    0.000    0.031    0.000 /usr/lib/python3.6/base64.py:508(_input_type_check)
    18065    0.022    0.000    0.030    0.000 /usr/lib/python3.6/threading.py:239(__enter__)
    13496    0.017    0.000    0.030    0.000 {built-in method builtins.sum}
     1600    0.030    0.000    0.030    0.000 {method 'decode' of '_fec.Decoder' objects}
      396    0.002    0.000    0.030    0.000 /home/hugo/BDT/crypto/threshsig/boldyreva.py:30(g12deserialize)
      405    0.001    0.000    0.030    0.000 /usr/lib/python3.6/logging/__init__.py:1446(handle)
      405    0.001    0.000    0.029    0.000 /usr/lib/python3.6/logging/__init__.py:1500(callHandlers)
     2684    0.010    0.000    0.028    0.000 /usr/lib/python3/dist-packages/Crypto/Hash/hashalgo.py:34(__init__)
     1402    0.006    0.000    0.028    0.000 /usr/lib/python3/dist-packages/Crypto/Cipher/AES.py:55(__init__)
      405    0.002    0.000    0.027    0.000 /usr/lib/python3.6/logging/__init__.py:852(handle)
     4000    0.010    0.000    0.027    0.000 /usr/lib/python3.6/base64.py:543(decodebytes)
    18065    0.013    0.000    0.027    0.000 /usr/lib/python3.6/threading.py:254(_is_owned)
     4043    0.026    0.000    0.026    0.000 {built-in method charm.core.math.pairing.serialize}
      405    0.001    0.000    0.024    0.000 /usr/lib/python3.6/logging/__init__.py:1063(emit)
    81008    0.024    0.000    0.024    0.000 {method 'clear' of 'dict' objects}
      405    0.001    0.000    0.024    0.000 /usr/lib/python3.6/logging/__init__.py:982(emit)
     1600    0.021    0.000    0.024    0.000 /home/hugo/BDT/dumbobft/core/dumbo.py:294(_setup_prbc)
        1    0.004    0.004    0.023    0.023 /home/hugo/BDT/myexperiements/sockettest/dumbo_node.py:58(prepare_bootstrap)
     1402    0.013    0.000    0.022    0.000 /usr/lib/python3/dist-packages/Crypto/Cipher/blockalgo.py:136(__init__)
     1200    0.004    0.000    0.022    0.000 /home/hugo/BDT/dumbobft/core/validators.py:4(hash)
      100    0.000    0.000    0.021    0.000 /usr/lib/python3/dist-packages/Crypto/Random/_UserFriendlyRNG.py:199(read)
      100    0.016    0.000    0.021    0.000 /home/hugo/BDT/dumbobft/core/validatedagreement.py:203(wait_for_input)
      100    0.000    0.000    0.021    0.000 /usr/lib/python3/dist-packages/Crypto/Random/_UserFriendlyRNG.py:175(read)
   214358    0.020    0.000    0.020    0.000 {method 'keys' of 'dict' objects}
      100    0.001    0.000    0.020    0.000 /usr/lib/python3/dist-packages/Crypto/Random/_UserFriendlyRNG.py:119(read)
    18065    0.020    0.000    0.020    0.000 {method '__exit__' of '_thread.lock' objects}
  132/126    0.011    0.000    0.017    0.000 /home/hugo/BDT/dumbobft/core/baisedbinaryagreement.py:26(wait_for_conf_values)
      300    0.001    0.000    0.017    0.000 /usr/lib/python3/dist-packages/Crypto/Cipher/blockalgo.py:187(encrypt)
      300    0.016    0.000    0.016    0.000 {method 'encrypt' of '_AES' objects}
     1700    0.015    0.000    0.015    0.000 /home/hugo/BDT/honeybadgerbft/core/reliablebroadcast.py:35(<listcomp>)
    81009    0.015    0.000    0.015    0.000 /usr/lib/python3.6/selectors.py:198(__enter__)
      405    0.001    0.000    0.015    0.000 /usr/lib/python3.6/logging/__init__.py:1406(makeRecord)
      100    0.001    0.000    0.015    0.000 /home/hugo/BDT/honeybadgerbft/core/honeybadger_block.py:96(<listcomp>)
    39095    0.015    0.000    0.015    0.000 /usr/local/lib/python3.6/dist-packages/gevent/_config.py:145(get)
     9103    0.014    0.000    0.014    0.000 {method 'issubset' of 'set' objects}
     6090    0.014    0.000    0.014    0.000 {built-in method builtins.sorted}
      405    0.007    0.000    0.014    0.000 /usr/lib/python3.6/logging/__init__.py:251(__init__)
    18269    0.014    0.000    0.014    0.000 {method 'acquire' of '_thread.lock' objects}
     1600    0.001    0.000    0.014    0.000 /home/hugo/BDT/honeybadgerbft/core/honeybadger_block.py:12(tpke_serialize)
      405    0.001    0.000    0.013    0.000 /usr/lib/python3.6/logging/__init__.py:829(format)
      405    0.003    0.000    0.013    0.000 /usr/lib/python3.6/logging/__init__.py:564(format)
     1342    0.001    0.000    0.012    0.000 /usr/lib/python3/dist-packages/Crypto/Hash/SHA256.py:74(new)
    21807    0.012    0.000    0.012    0.000 {built-in method binascii.b2a_base64}
      100    0.001    0.000    0.011    0.000 /usr/lib/python3.6/json/__init__.py:183(dumps)
     1589    0.005    0.000    0.011    0.000 {built-in method builtins.all}
     2103    0.010    0.000    0.011    0.000 /home/hugo/BDT/dumbobft/core/baisedbinaryagreement.py:10(handle_conf_messages)
      100    0.002    0.000    0.011    0.000 /usr/lib/python3/dist-packages/Crypto/Random/_UserFriendlyRNG.py:68(collect)
      100    0.001    0.000    0.010    0.000 /usr/lib/python3.6/json/encoder.py:182(encode)
     1200    0.010    0.000    0.010    0.000 {method 'decode' of 'bytes' objects}
      100    0.000    0.000    0.010    0.000 /home/hugo/BDT/dumbobft/core/dumbo.py:420(tpke_bcast)
      100    0.009    0.000    0.010    0.000 /home/hugo/BDT/dumbobft/core/validatedagreement.py:231(<listcomp>)
     6000    0.010    0.000    0.010    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:116(<listcomp>)
      100    0.010    0.000    0.010    0.000 /usr/lib/python3.6/json/encoder.py:204(iterencode)
      100    0.007    0.000    0.009    0.000 /home/hugo/BDT/dumbobft/core/validatedagreement.py:265(<listcomp>)
     3200    0.009    0.000    0.009    0.000 {built-in method _libsecp256k1.secp256k1_ecdsa_signature_serialize_der}
     6200    0.009    0.000    0.009    0.000 /home/hugo/BDT/dumbobft/core/dumbo.py:125(submit_tx)
      405    0.001    0.000    0.009    0.000 /usr/lib/python3.6/logging/__init__.py:971(flush)
      100    0.001    0.000    0.009    0.000 /usr/lib/python3/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:138(random_data)
    18065    0.008    0.000    0.008    0.000 {method '__enter__' of '_thread.lock' objects}
      100    0.001    0.000    0.008    0.000 /usr/lib/python3/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:86(pseudo_random_data)
     1600    0.006    0.000    0.008    0.000 /home/hugo/BDT/dumbobft/core/provablereliablebroadcast_.py:104(<lambda>)
     7094    0.007    0.000    0.008    0.000 /home/hugo/BDT/dumbobft/core/baisedbinaryagreement.py:176(<genexpr>)
      409    0.007    0.000    0.007    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      207    0.007    0.000    0.007    0.000 /home/hugo/BDT/honeybadgerbft/core/commoncoin.py:23(shared_coin)
      100    0.001    0.000    0.007    0.000 /home/hugo/BDT/honeybadgerbft/core/honeybadger_block.py:26(serialize_UVW)
      100    0.001    0.000    0.007    0.000 /usr/lib/python3/dist-packages/Crypto/Random/Fortuna/FortunaGenerator.py:103(_pseudo_random_data)
      405    0.001    0.000    0.007    0.000 /usr/lib/python3.6/logging/__init__.py:497(formatTime)
     1200    0.006    0.000    0.006    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:259(unpad)
      364    0.001    0.000    0.006    0.000 /usr/lib/python3/dist-packages/Crypto/Random/_UserFriendlyRNG.py:46(feed)
     2399    0.003    0.000    0.006    0.000 /usr/lib/python3/dist-packages/Crypto/Hash/hashalgo.py:53(update)
      100    0.006    0.000    0.006    0.000 {method 'count' of 'str' objects}
    13523    0.006    0.000    0.006    0.000 {method 'remove' of 'collections.deque' objects}
      364    0.001    0.000    0.006    0.000 /usr/lib/python3/dist-packages/Crypto/Random/Fortuna/FortunaAccumulator.py:163(add_random_event)
       25    0.006    0.000    0.006    0.000 /home/hugo/BDT/crypto/threshsig/boldyreva.py:162(sign)
    27013    0.006    0.000    0.006    0.000 /home/hugo/BDT/dumbobft/core/validatedagreement.py:257(<genexpr>)
     3958    0.005    0.000    0.005    0.000 {built-in method builtins.hasattr}
     3790    0.005    0.000    0.005    0.000 /home/hugo/BDT/dumbobft/core/baisedbinaryagreement.py:39(<genexpr>)
     1402    0.005    0.000    0.005    0.000 {built-in method Crypto.Cipher._AES.new}
      405    0.003    0.000    0.005    0.000 /usr/lib/python3.6/logging/__init__.py:1376(findCaller)
     4000    0.005    0.000    0.005    0.000 {built-in method binascii.a2b_base64}
     1600    0.004    0.000    0.005    0.000 /home/hugo/BDT/honeybadgerbft/core/reliablebroadcast.py:103(getMerkleBranch)
 1700/100    0.002    0.000    0.005    0.000 /usr/lib/python3.6/copy.py:132(deepcopy)
     6000    0.005    0.000    0.005    0.000 /home/hugo/BDT/crypto/threshenc/tpke.py:117(<listcomp>)
    18065    0.004    0.000    0.004    0.000 {method 'append' of 'collections.deque' objects}
      100    0.004    0.000    0.004    0.000 {method 'permutation' of 'numpy.random.mtrand.RandomState' objects}
      405    0.004    0.000    0.004    0.000 {built-in method time.localtime}
